GBPL,YEARFIRST,YEARLAST,X,Y,PL,GB,SA,TYPE,Y_deg,X_deg
TFHV17,,,160239.6586,201595.563,HV17,TF,FR,,,
TFHV17A,,,160250,201610,HV17A,TF,FR,pm,,
TFHV1A,,,160180,201750,HV1A,TF,FR,pm,,
TFHV34A,,,160190,201390,HV34A,TF,FR,pm,,
TFHV47,,,160180.4135,201330.5611,HV47,TF,FR,,,
TFKBT52C,,,160355,202384,KBT52C,TF,FR,,,
TFLH148,,,159910,202370,LH148,TF,FR,,,
TFLH148A,,,159910,202370,LH148A,TF,FR,,,
TFLH148B,,,159957,202390,LH148B,TF,FR,,,
TFLH148C,,,159930,202390,LH148C,TF,FR,pm,,
TFLH148D,,,159950,202410,LH148D,TF,FR,pm,,
TFLH148E,,,159900,202390,LH148E,TF,FR,,,
TFLH178,,,160140,202650,LH178,TF,FR,pm,,
TFLH178A,,,160140,202650,LH178A,TF,FR,pm,,
TFLH178B,,,160120,202620,LH178B,TF,FR,pm,,
TFLH180,,,160064.7444,202716.4612,LH180,TF,FR,,,
TFLH34B,,,159320,202288,LH34B,TF,FR,pm,,
TFLH46,,,159700,202360,LH46,TF,FR,,,
TFLH46A,,,159710,202360,LH46A,TF,FR,pm,,
TFLH46B,,,159700,202360,LH46B,TF,FR,,,
TFLH48,,,159750,202400,LH48,TF,FR,,,
TFLH48A,,,159730,202380,LH48A,TF,FR,pm,,
TFLH48B,,,159750,202400,LH48B,TF,FR,pm,,
TFLH48C,,,159770,202390,LH48C,TF,FR,,,
TFLH48D,,,159728.49,202352.01,LH48D,TF,FR,,,
TFLS111B,,,161370,202330,LS111B,TF,FR,,,
TFLS184,,,159663.806,201760.6865,LS184,TF,FR,,,
TFLS207,,,159760,201760,LS207,TF,FR,pm,,
TFLS207A,,,159760,201760,LS207A,TF,FR,,,
TFLS207E,,,159730,201780,LS207E,TF,FR,pm,,
TFLS217,,,159827.7386,201872.1253,LS217,TF,FR,,,
TFLS217!,,,159780,201840,LS217!,TF,FR,,,
TFLS217C,,,159790,201840,LS217C,TF,FR,pm,,
TFLS217D,,,159830,201860,LS217D,TF,FR,pm,,
TFLS217F,,,159800,201850,LS217F,TF,FR,,,
TFLS217G,,,159780,201890,LS217G,TF,FR,pm,,
TFLS217H,,,159770,201870,LS217H,TF,FR,pm,,
TFLS217I,,,159800,201900,LS217I,TF,FR,pm,,
TFLS217L,,,159842,201998,LS217L,TF,FR,pm,,
TFLS235,,,159970,201760,LS235,TF,FR,pm,,
TFLS235A,,,159970,201760,LS235A,TF,FR,,,
TFLS239A,,,160020,201770,LS239A,TF,FR,,,
TFLS239B,,,160060,201780,LS239B,TF,FR,,,
TFLS239C,,,160060,201780,LS239C,TF,FR,,,
TFLS239D,,,160060,201780,LS239D,TF,FR,pm,,
TFLS271,,,160217,201797,LS271,TF,FR,pm,,
TFLS271A,,,160207,201804,LS271A,TF,FR,pm,51.12621171,4.514556638
TFLS271B,,,160200,201801,LS271B,TF,FR,,51.12618487,4.514456563
TFLS271C,,,160180,201800,LS271C,TF,FR,,51.12617623,4.514170851
TFLS326,,,160477.5466,201899.908,LS326,TF,FR,,,
TFLS334C,,,160564,201924,LS334C,TF,FR,,,
TFLS340,,,160582.5038,201998.6912,LS340,TF,FR,,,
TFLS341A,,,160530,202270,LS341A,TF,FR,,,
TFLS341C,,,160590,202310,LS341C,TF,FR,,,
TFLS350,,,160685.6969,202064.8407,LS350,TF,FR,,,
TFLS350A,,,160710,201950,LS350A,TF,FR,pm,,
TFLS350B,,,160690,202030,LS350B,TF,FR,,,
TFLS350C,,,160700,201990,LS350C,TF,FR,pm,,
TFLS350D,,,160730,201970,LS350D,TF,FR,pm,,
TFLS365D,,,160800,202180,LS365D,TF,FR,pm,,
TFLS369,,,160900,202160,LS369,TF,FR,pc,,
TFLS372A,,,160850,202116,LS372A,TF,FR,pc,,
TFLS372B,,,160862,202090,LS372B,TF,FR,,,
TFLWS,2006,2010,160189.0498,203605.9025,LWS,TF,FR,,,
TFLWS23,,,160218.82,204060.7,LWS23,TF,FR,,,
TFLWSSC,,,160150,203610,LWSSC,TF,FR,,,
TFLWSSC1,,,160150,203610,LWSSC1,TF,FR,pm,,
TFLWSSC2,,,160180,203600,LWSSC2,TF,FR,pm,,
TFLWSSC3,,,160190,203600,LWSSC3,TF,FR,,,
TFLWSSC4,,,160200,203590,LWSSC4,TF,FR,pm,,
TFPIME,,,161250,200000,PIME,TF,FR,,51.10997668,4.529399108
TFRB18,,,159987.1313,201278.3241,RB18,TF,FR,,,
TFRB24,,,160017.2332,201237.1848,RB24,TF,FR,,,
TFSL12,,,159810.7843,201435.1048,SL12,TF,FR,,,
TFSPWP7,,,160025,202475,SPWP7,TF,FR,,,
TFSTORTB,,,158898,202769,STORTB,TF,FR,,,
TFTB12A,,,160140,201450,TB12A,TF,FR,,,
TFTB14C,,,161364,202414,TB14C,TF,FR,,,
TFTB3,,,160240,201460,TB3,TF,FR,pm,,
TFTEGTUR,,,,,TEGTUR,TF,FR,,,
TFTL17,,,159979.6058,201430.8404,TL17,TF,FR,,,
TFTL18,,,159952.0124,201498.5697,TL18,TF,FR,,,
TFTL25,,,159934.453,201455.4236,TL25,TF,FR,,,
TFTL37,,,159819.0623,201552.2514,TL37,TF,FR,,,
TFTL47,,,159774.4112,201641.052,TL47,TF,FR,,,
TFTUBOGA,,,160940,203150,TUBOGA,TF,FR,,,
TFVS,,,161067.1,202867.9,VS,TF,FR,,,
TFVS10,,,161446.1575,202497.7705,VS10,TF,FR,,,
TFVS10A,,,161470,202510,VS10A,TF,FR,pm,,
TFVS111O,,,160600,204300,VS111O,TF,FR,pm,,
TFVS113B,,,160775,204260,VS113B,TF,FR,,,
TFVS113C,,,160780,204255,VS113C,TF,FR,,,
TFVS117A,,,160800,204200,VS117A,TF,FR,,,
TFVS16A,,,161210,203000,VS16A,TF,FR,,,
TFVS16B,,,161210,203000,VS16B,TF,FR,,,
TFVS196,,,161040.8431,203161.7527,VS196,TF,FR,,,
TFVS36,,,160840,203820,VS36,TF,FR,,,
TFVS38,,,160697.9984,203829.288,VS38,TF,FR,,,
TFVS46,,,160720,203960,VS46,TF,FR,pm,,
TFVS46A,,,160710,203960,VS46A,TF,FR,,,
TFVS46B,,,160700,203965,VS46B,TF,FR,pm,,
TFVSPT,,,161067.1,202867.9,VSPT,TF,FR,,,
TFZB50F,2014,,161870,203803,ZB50F,TF,FR,,,
TFZB67,,,161359.3748,203712.2587,ZB67,TF,FR,,,
TFZB67B,,,161370,203710,ZB67B,TF,FR,pm,,
TFZB67PO,,,161360,203720,ZB67PO,TF,FR,,,
TFZH57,,,159595.6533,202131.1286,ZH57,TF,FR,,,
TFZH73,,,159503.6555,202261.1801,ZH73,TF,FR,,,
TFZH76,,,159608.6166,202155.8008,ZH76,TF,FR,,,
TFZH76B,,,159600,202150,ZH76B,TF,FR,pm,,
TFZH90,,,159570,202260,ZH90,TF,FR,,,
TFZH90C,,,159550,202270,ZH90C,TF,FR,,,
TS1,2000,2004,158481.0281,218649.9782,1,TS,PB,,,
TS10,2000,2004,158577.9413,218624.4967,10,TS,PB,,,
TS11,2000,2004,158618.461,218614.4712,11,TS,PB,,,
TS12,2000,2004,158650.2085,218606.9521,12,TS,PB,,,
TS13,2000,2004,158644.3603,218569.7741,13,TS,PB,,,
TS14,2000,2004,158612.6128,218580.2174,14,TS,PB,,,
TS15,2000,2004,158572.9285,218594.0024,15,TS,PB,,,
TS16,2000,2004,158534.4974,218600.2684,16,TS,PB,,,
TS17,2000,2004,158532.4088,218553.065,17,TS,PB,,,
TS18,2000,2004,158565.8271,218545.9636,18,TS,PB,,,
TS19,2000,2004,158608.0178,218538.0267,19,TS,PB,,,
TS2,2000,2004,158475.5976,218608.2052,2,TS,PB,,,
TS20,2000,2004,158639.3475,218530.9253,20,TS,PB,,,
TS21,2000,2004,158632.2461,218481.6332,21,TS,PB,,,
TS22,2000,2004,158597.1568,218489.1524,22,TS,PB,,,
TS23,2000,2004,158559.9789,218489.1524,23,TS,PB,,,
TS24,2000,2004,158524.0542,218497.0892,24,TS,PB,,,
TS3,2000,2004,158471.0026,218564.3437,3,TS,PB,,,
TS4,2000,2004,158465.5721,218512.1275,4,TS,PB,,,
TS5,2000,2004,158502.3323,218501.2665,5,TS,PB,,,
TS6,2000,2004,158510.6869,218557.2423,6,TS,PB,,,
TS7,2000,2004,158515.2819,218601.1038,7,TS,PB,,,
TS8,2000,2004,158519.8769,218640.7881,8,TS,PB,,,
TS9,2000,2004,158538.6747,218633.6867,9,TS,PB,,,
TU000,2006,2010,160514.9745,203291.6915,000,TU,FR,,,
TU1,1996,,160683,203416,1,TU,FR,pm,51.14069277,4.521403448
TU10,1996,,160460,203385,10,TU,FR,pm,51.14041822,4.518216179
TU11,1996,,160483,203415,11,TU,FR,pc,51.14068746,4.518545685
TU12,1996,,160514,203449,12,TU,FR,pm,51.14099251,4.51898962
TU13,1996,,160476,203457,13,TU,FR,pm,51.14106511,4.518446878
TU14,1996,,160430,203462,14,TU,FR,pc,51.14111089,4.517789738
TU15,1996,,160394,203471,15,TU,FR,pm,51.14119243,4.5172756
TU16,1996,,160377,203453,16,TU,FR,pm,51.14103095,4.517032174
TU17,1996,,160371,203417,17,TU,FR,pc,51.14070746,4.516945411
TU18,1996,,160377,203383,18,TU,FR,pm,51.14040174,4.517030169
TU19,1996,,160410,203386,19,TU,FR,pm,51.14042811,4.517501779
TU2,1996,,160602,203447,2,TU,FR,pc,51.14097292,4.520246972
TU20,1996,,160420,203344,20,TU,FR,pc,51.14005041,4.517643457
TU21,1996,,160407,203325,21,TU,FR,pm,51.13987986,4.517457161
TU22,1996,,160424,203303,22,TU,FR,pc,51.1396818,4.517699431
TU23,1996,,160439,203283,23,TU,FR,pm,51.13950176,4.51791318
TU24,1996,,160462,203263,24,TU,FR,pm,51.13932157,4.518241234
TU25,1996,,160470,203238,25,TU,FR,pm,51.13909671,4.518354818
TU26,1996,,160446,203220,26,TU,FR,pm,51.13893535,4.518011382
TU27,1996,,160448,203192,27,TU,FR,pc,51.13868363,4.518039151
TU28,1996,,160447,203160,28,TU,FR,pm,51.13839601,4.518023941
TU29,1996,,160420,203131,29,TU,FR,pc,51.13813583,4.517637332
TU3,1996,,160574,203445,3,TU,FR,pm,51.14095545,4.519846829
TU30,1996,,160410,203169,30,TU,FR,pm,51.13847758,4.517495544
TU31,1996,,160395,203195,31,TU,FR,pm,51.13871156,4.51728197
TU32,1996,,160415,203219,32,TU,FR,pc,51.13892692,4.517568421
TU33,1996,,160386,203234,33,TU,FR,pm,51.13906228,4.517154496
TU34,1996,,160379,203262,34,TU,FR,pm,51.13931408,4.51705528
TU35,1996,,160363,203295,35,TU,FR,pc,51.139611,4.516827612
TU36,1996,,160401,203269,36,TU,FR,pm,51.13937661,4.517369823
TU37,1996,,160429,203253,37,TU,FR,pc,51.13923228,4.517769434
TU38,1996,,160461,203290,38,TU,FR,pc,51.13956428,4.518227725
TU39,1996,,160498,203250,39,TU,FR,pm,51.13920406,4.518755234
TU4,1996,,160563,203413,4,TU,FR,pm,51.14066802,4.51968872
TU40,1996,,160599.144,203296.464,40,TU,FR,pm,51.14066822,4.520203114
TU41,1996,,160563,203226,41,TU,FR,pc,51.13898715,4.519683269
TU42,1996,,160581,203180,42,TU,FR,pm,51.13857334,4.519939112
TU43,1996,,160592,203156,43,TU,FR,pm,51.13835741,4.520095579
TU44,1996,,160617,203179,44,TU,FR,pc,51.13856369,4.520453451
TU45,1996,,160593,203129,45,TU,FR,pm,51.1381147,4.520109077
TU46,1996,,160596,203095,46,TU,FR,pm,51.13780903,4.520150947
TU47,1996,,160616,203068,47,TU,FR,pc,51.13756597,4.520435912
TU48,1996,,160631,203058,48,TU,FR,pm,51.13747581,4.520649934
TU49,1996,,160660,203078,49,TU,FR,pm,51.13765505,4.521064865
TU5,1996,,160525,203374,5,TU,FR,pc,51.14031816,4.519144618
TU50,1996,,160699,203085,50,TU,FR,pc,51.13771724,4.521622294
TU51,1996,,160739,203091,51,TU,FR,pm,51.13777043,4.522193982
TU52,1996,,160776,203099,52,TU,FR,pc,51.13784165,4.522722867
TU53,1996,2009,160805,203096,53,TU,FR,pm,51.13781414,4.523137124
TU54,1996,,160750,203144,54,TU,FR,pm,51.13824662,4.522352719
TU55,1996,,160740,203178,55,TU,FR,pc,51.13855242,4.522210848
TU56,1996,,160700,203156,56,TU,FR,pm,51.13835542,4.521638678
TU57,1996,,160712,203123,57,TU,FR,pm,51.13805857,4.521809158
TU58,1996,,160669,203121,58,TU,FR,pc,51.13804139,4.521194721
TU59,1996,,160641,203143,59,TU,FR,pm,51.13823966,4.520795307
TU6,1996,,160515,203343,6,TU,FR,pm,51.1400397,4.519000833
TU60,1996,,160654,203187,60,TU,FR,pm,51.13863492,4.520982343
TU61,1996,,160674,203187,61,TU,FR,pc,51.13863455,4.521268104
TU62,1996,,160714,203209,62,TU,FR,pm,51.13883155,4.521840276
TU63,1996,2009,160746,203219,63,TU,FR,pm,51.13892084,4.522297792
TU64,1996,,160702,203248,64,TU,FR,pm,51.13918233,4.521669971
TU65,1996,,160662,203232,65,TU,FR,pm,51.13903926,4.521097972
TU66,1996,,160688,203281,66,TU,FR,pc,51.13947922,4.521470909
TU67,1996,,160653,203303,67,TU,FR,pm,51.13967762,4.520971465
TU68,1996,,160616,203313,68,TU,FR,pc,51.13976818,4.520443089
TU69,1996,,160649,203337,69,TU,FR,pm,51.1399833,4.520915311
TU7,1996,,160496,203317,7,TU,FR,pm,51.13980634,4.518728599
TU70,1996,,160666,203361,70,TU,FR,pm,51.14019871,4.521158921
TU71,1996,2009,160690,203373,71,TU,FR,pc,51.14030613,4.5215022
TU8,1996,,160455,203320,8,TU,FR,pm,51.13983405,4.518142861
TU9,1996,,160444,203355,9,TU,FR,pm,51.14014885,4.517986697
TUF_J2,2012,,160419,203124,F_J2,TU,FR,FPT,,
VS1,1993,,161220,202929,1,VS,FR,pm,51.13630511,4.529061384
VS10,1993,,161323,202894,10,VS,FR,pm,51.13598849,4.530531885
VS11,1993,,161294,202881,11,VS,FR,pc,51.13587221,4.530117151
VS12,1993,,161262,202889,12,VS,FR,pm,51.13594474,4.529660209
VS2,1993,,161225,202880,2,VS,FR,pm,51.13586457,4.529131304
VS3,1993,,161240,202911,3,VS,FR,pc,51.13614292,4.529346573
VS4,1993,,161254,202932,4,VS,FR,pm,51.13633141,4.529547246
VS5,1993,,161273,202940,5,VS,FR,pm,51.13640295,4.529818955
VS6,1993,,161285,202966,6,VS,FR,pc,51.13663642,4.529991212
VS7,1993,,161304,202986,7,VS,FR,pm,51.13681582,4.530263297
VS8,1993,,161248,202958,8,VS,FR,pm,51.13656523,4.529462329
VS9,1993,,161322,202921,9,VS,FR,pc,51.1362312,4.530518441
VSCB1,,,161243.029,202902.968,CB1,VS,FR,cb,51.13623364,4.529389748
VSF1,,,161227.406,202928.4221,F1,VS,FR,,,
VSPMO2,,,161250,202868,PMO2,VS,FR,,,
VSPMO7,,,161304,202986,PMO7,VS,FR,,,
ZN1,1993,,161642,203810,1,ZN,FR,pm,51.14421571,4.535118933
ZN10,1993,,161654,203751,10,ZN,FR,pm,51.14368514,4.535288512
ZN11,1993,,161645,203835,11,ZN,FR,pc,51.14444036,4.535162606
ZN12,1993,,161621,203834,12,ZN,FR,pm,51.14443186,4.534819618
ZN13,1993,,161596,203840,13,ZN,FR,pm,51.1444863,4.534462565
ZN14,1993,,161598,203880,14,ZN,FR,pc,51.1448458,4.534492425
ZN15,1993,2002,161614,203873,15,ZN,FR,pm,,
ZN16,1993,,161632,203884,16,ZN,FR,pm,51.14488107,4.534978411
ZN17,1993,1995,161649,203889,17,ZN,FR,pc,,
ZN18,1993,,161644,203857,18,ZN,FR,pm,51.14463813,4.535149023
ZN2,1993,,161619,203805,2,ZN,FR,pc,51.14417123,4.534790109
ZN3,1993,,161597,203816,3,ZN,FR,pm,51.14427055,4.534476087
ZN4,1993,,161569,203816,4,ZN,FR,pm,51.14427111,4.534075973
ZN5,1993,,161551,203801,5,ZN,FR,pc,51.14413664,4.53381828
ZN6,1993,,161551,203774,6,ZN,FR,pm,51.14389395,4.533817419
ZN7,1993,1995,161569,203842,7,ZN,FR,pm,,
ZN8,1993,,161592,203761,8,ZN,FR,pc,51.14377628,4.534402878
ZN9,1993,,161618,203752,9,ZN,FR,pm,51.14369486,4.53477412
ZNTF24,1995,,161550,203905,TF24,ZN,FR,pm,51.14507148,4.533807305
ZNTF25,1995,,161575,203905,TF25,ZN,FR,pc,51.14507098,4.534164555
ZNTF28,1995,,161630,203985,TF28,ZN,FR,pc,51.14578896,4.534953073
ZNTF29,1995,,161575,203950,TF29,ZN,FR,pm,51.14547546,4.534165992
ZNTF30,1995,,161635,203960,TF30,ZN,FR,pm,51.14556414,4.535023721
ZNTF31,1995,,161530,203970,TF31,ZN,FR,pm,51.14565614,4.533523573
ZNTF32,1995,,161530,203930,TF32,ZN,FR,pc,51.14529659,4.5335223
ZNTF37,1995,,161625,203903,TF37,ZN,FR,pm,51.14505199,4.534878991
ZNTF38,1995,,161590,203915,TF38,ZN,FR,pc,51.14516056,4.534379225
ZW1,1993,,161405,203870,1,ZW,FR,pm,51.14475976,4.531734152
ZW2,1993,1995,161407,203886,2,ZW,FR,pc,,
ZW3,1993,,161405,203907,3,ZW,FR,pm,51.14509234,4.531735317
ZW4,1993,1995,161397,203928,4,ZW,FR,pm,,
ZW5,1993,,161399,203954,5,ZW,FR,pc,51.14551493,4.531651055
ZW6,1993,,161413,203975,6,ZW,FR,pm,51.14570341,4.531851779
ZWPL5,,,161409,203910,PL5,ZW,FR,,,
ZZ1,1993,,161670,203546,1,ZZ,FR,pm,51.14184215,4.535510544
ZZ10,1993,,161626,203348,10,ZZ,FR,pm,51.14006329,4.534875476
ZZ11,1993,,161608,203338,11,ZZ,FR,pc,51.13997377,4.534617963
ZZ12,1993,,161590,203329,12,ZZ,FR,pm,51.13989324,4.534360483
ZZ13,1993,,161582,203368,13,ZZ,FR,pm,51.14024395,4.534247422
ZZ14,1993,,161606,203393,14,ZZ,FR,pc,51.14046819,4.534591147
ZZ15,1993,,161578,203401,15,ZZ,FR,pm,51.14054066,4.534191322
ZZ16,1993,,161539,203414,16,ZZ,FR,pm,51.14065829,4.53363448
ZZ17,1993,,161527,203387,17,ZZ,FR,pc,51.14041584,4.533462158
ZZ18,1993,,161491,203374,18,ZZ,FR,pc,51.14029971,4.532947356
ZZ19,1993,,161478,203363,19,ZZ,FR,pm,51.14020109,4.532761257
ZZ2,1993,,161668,203532,2,ZZ,FR,pc,51.14171635,4.535481515
ZZ20,1993,,161511,203364,20,ZZ,FR,pm,51.14020942,4.53323281
ZZ21,1993,,161518,203342,21,ZZ,FR,pm,51.14001153,4.53333213
ZZ22,1993,,161554,203314,22,ZZ,FR,pm,51.13975913,4.533845622
ZZ23,1993,,161525,203305,23,ZZ,FR,pc,51.13967881,4.533430973
ZZ24,1993,,161502,203298,24,ZZ,FR,pm,51.13961635,4.533102118
ZZ25,1993,,161482,203299,25,ZZ,FR,pm,51.13962574,4.532816383
ZZ26,1993,,161445,203295,26,ZZ,FR,pc,51.13959052,4.532287589
ZZ27,1993,,161431,203338,27,ZZ,FR,pm,51.13997731,4.532088908
ZZ28,1993,,161449,203361,28,ZZ,FR,pm,51.14018369,4.532346827
ZZ29,1993,,161418,203369,29,ZZ,FR,pc,51.14025621,4.531904135
ZZ3,1993,,161688,203530,3,ZZ,FR,pm,51.14169797,4.53576723
ZZ30,1993,,161411,203394,30,ZZ,FR,pm,51.14048107,4.531804903
ZZ31,1993,,161387,203416,31,ZZ,FR,pm,51.14067929,4.531462668
ZZ32,1993,,161378,203435,32,ZZ,FR,pc,51.14085025,4.531334666
ZZ33,1993,,161376,203468,33,ZZ,FR,pm,51.14114692,4.531307125
ZZ34,1993,,161372,203482,34,ZZ,FR,pm,51.14127284,4.531250409
ZZ35,1993,,161351,203490,35,ZZ,FR,pc,51.14134516,4.530950594
ZZ36,1993,,161328,203495,36,ZZ,FR,pm,51.14139056,4.530622106
ZZ37,1993,,161311,203470,37,ZZ,FR,pm,51.14116617,4.530378415
ZZ38,1993,,161292,203476,38,ZZ,FR,pc,51.14122048,4.530107114
ZZ39,1993,,161280,203445,39,ZZ,FR,pm,51.14094207,4.529934683
ZZ4,1993,,161670,203493,4,ZZ,FR,pm,51.14136575,4.535508837
ZZ40,1993,,161320,203432,40,ZZ,FR,pm,51.14082443,4.530505827
ZZ41,1993,,161306,203405,41,ZZ,FR,pc,51.14058201,4.530304943
ZZ42,1993,,161325,203392,42,ZZ,FR,pm,51.14046479,4.530576021
ZZ43,1993,,161349,203420,43,ZZ,FR,pm,51.140716,4.530919824
ZZ44,1993,,161365,203400,44,ZZ,FR,pc,51.14053591,4.531147815
ZZ45,1993,,161391,203486,45,ZZ,FR,pm,51.14130842,4.531522022
ZZ46,1993,,161383,203522,46,ZZ,FR,pm,51.14163216,4.531408842
ZZ47,1993,,161398,203536,47,ZZ,FR,pc,51.14175771,4.531623617
ZZ48,1993,,161406,203561,48,ZZ,FR,pm,51.14198227,4.531738716
ZZ49,1993,,161434,203570,49,ZZ,FR,pm,51.14206261,4.532139093
ZZ5,1993,,161674,203463,5,ZZ,FR,pc,51.14109602,4.535565027
ZZ50,1993,,161429,203550,50,ZZ,FR,pc,51.14188294,4.532067017
ZZ51,1993,,161434,203527,51,ZZ,FR,pm,51.1416761,4.532137737
ZZ52,1993,,161416,203510,52,ZZ,FR,pm,51.14152365,4.53188
ZZ53,1993,,161416,203465,53,ZZ,FR,pc,51.14111916,4.531878582
ZZ54,1993,,161448,203492,54,ZZ,FR,pm,51.14136122,4.532336677
ZZ55,1993,,161458,203518,55,ZZ,FR,pc,51.14159472,4.532480387
ZZ56,1993,,161513,203539,56,ZZ,FR,pm,51.14178239,4.533266946
ZZ57,1993,,161489,203512,57,ZZ,FR,pm,51.14154018,4.532923154
ZZ58,1993,,161476,203480,58,ZZ,FR,pc,51.1412528,4.532736385
ZZ59,1993,,161440,203451,59,ZZ,FR,pm,51.14099284,4.532221071
ZZ6,1993,,161676,203437,6,ZZ,FR,pm,51.14086227,4.535592766
ZZ60,1993,,161491,203432,60,ZZ,FR,pm,51.14082105,4.532949195
ZZ61,1993,,161517,203430,61,ZZ,FR,pm,51.14080255,4.533320638
ZZ62,1993,,161520,203478,62,ZZ,FR,pc,51.14123394,4.53336503
ZZ63,1993,,161527,203505,63,ZZ,FR,pm,51.1414765,4.533465911
ZZ64,1993,,161537,203530,64,ZZ,FR,pm,51.14170101,4.533609596
ZZ65,1993,,161557,203527,65,ZZ,FR,pc,51.14167364,4.533895279
ZZ66,1993,,161572,203519,66,ZZ,FR,pm,51.14160143,4.534109358
ZZ67,1993,,161573,203492,67,ZZ,FR,pm,51.14135872,4.534122785
ZZ68,1993,,161566,203467,68,ZZ,FR,pc,51.14113415,4.534021965
ZZ69,1993,,161557,203441,69,ZZ,FR,pm,51.14090062,4.533892537
ZZ7,1993,,161673,203413,7,ZZ,FR,pm,51.1406466,4.535549127
ZZ70,1993,,161557,203417,70,ZZ,FR,pc,51.1406849,4.533891772
ZZ71,1993,,161588,203418,71,ZZ,FR,pm,51.14069326,4.534334752
ZZ72,1993,,161620,203426,72,ZZ,FR,pm,51.14076453,4.534792246
ZZ73,1993,,161650,203444,73,ZZ,FR,pm,51.14092572,4.535221485
ZZ74,1993,,161658,203480,74,ZZ,FR,pc,51.14124915,4.535336953
ZZ75,1993,,161612,203499,75,ZZ,FR,pm,51.14142086,4.534680275
ZZ76,1993,,161585,203512,76,ZZ,FR,pm,51.14153825,4.534294891
ZZ77,1993,,161586,203536,77,ZZ,FR,pc,51.14175396,4.534309947
ZZ78,1993,,161593,203572,78,ZZ,FR,pm,51.14207741,4.534411122
ZZ79,1993,,161568,203577,79,ZZ,FR,pm,51.14212285,4.534054054
ZZ8,1993,,161683,203382,8,ZZ,FR,pc,51.14036776,4.535691015
ZZ80,1993,,161553,203557,80,ZZ,FR,pc,51.14194338,4.53383908
ZZ80BIS,,,161553,203557,80BIS,ZZ,FR,,,
ZZ81,1993,,161513,203566,81,ZZ,FR,pm,51.14202508,4.533267804
ZZ82,1993,,161519,203584,82,ZZ,FR,pm,51.14218676,4.533354111
ZZ83,1993,,161512,203602,83,ZZ,FR,pc,51.14234869,4.533254659
ZZ84,1993,,161485,203606,84,ZZ,FR,pm,51.14238518,4.532868978
ZZ85,1993,,161454,203610,85,ZZ,FR,pm,51.14242176,4.532426139
ZZ86,1993,,161471,203594,86,ZZ,FR,pc,51.1422776,4.532668549
ZZ87,1993,,161463,203579,87,ZZ,FR,pm,51.14214293,4.532553762
ZZ88,1993,,161468,203551,88,ZZ,FR,pm,51.14189115,4.532624321
ZZ89,1993,,161409,203592,89,ZZ,FR,pc,51.14226085,4.531782559
ZZ9,1993,,161660,203364,9,ZZ,FR,pm,51.14020643,4.535361798
ZZ90,1993,,161397,203617,90,ZZ,FR,pm,51.14248581,4.531611876
ZZ91,1993,,161420,203629,91,ZZ,FR,pm,51.14259321,4.531940906
ZZ92,1993,,161447,203626,92,ZZ,FR,pc,51.14256571,4.532326621
ZZ93,1993,,161537,203586,93,ZZ,FR,pm,51.14220437,4.533611378
ZZ94,1993,,161613,203556,94,ZZ,FR,pm,51.14193319,4.534696391
ZZ95,1993,,161636,203542,95,ZZ,FR,pc,51.14180688,4.535024589
ZZ96,1993,,161652,203520,96,ZZ,FR,pm,51.14160881,4.535252506
ZZCB5,,,161499.806,203515.244,CB5,ZZ,FR,cb,51.14161717,4.533066316
ZZF1,,,161674.1607,203533.1204,F1,ZZ,FR,,,
ZZF2,,,161434.989,203472.1993,F2,ZZ,FR,,,
